UniqueID	CloneID	Symbol	Name	EntrezID
HV13E6	28475	CRYZ	Crystallin, zeta (quinone reductase)	1429
HV13F11	245853	AP2B1	Adaptor-related protein complex 2, beta 1 subunit	163
HV13G6	727526	CENPE	Centromere protein E, 312kDa	1062
HV13G7	771196	ARHGAP1	Rho GTPase activating protein 1	392
HV13G9	243202	CTSE	Cathepsin E	1510
HV13G10	264117	CTSD	Cathepsin D	1509
HV13G12	122091	CSNK2A1	Casein kinase 2, alpha 1 polypeptide	1457
HV13H2	241348	PCYOX1	Prenylcysteine oxidase 1	51449
HV13H3	51865	CA2	Carbonic anhydrase II	760
HV13H4	275738	CA1	Carbonic anhydrase I	759
HV13H6	511521	CANX	Calnexin	821
HV13H8	810408	ERGIC3	ERGIC and golgi 3	51614
HV13H9	301976	PPP3CC	Protein phosphatase 3, catalytic subunit, gamma isozyme	5533
HV13H12	46182	CTPS	CTP synthase	1503
HV14A4	183337	HLA-DMA	Major histocompatibility complex, class II, DM alpha	3108
HV14A6	115292	TMEM126A	Transmembrane protein 126A	84233
HV14A7	810899	CKS1B	CDC28 protein kinase regulatory subunit 1B	1163
HV14A8	727251	CD9	CD9 molecule	928
HV14A9	771258	CD8A	CD8a molecule	925
HV14A10	208001			
HV14A12	813552	CD47	CD47 molecule	961
HV14B4	243816	CD36	CD36 molecule (thrombospondin receptor)	948
HV14B6	265874	NFIC	Nuclear factor I/C (CCAAT-binding transcription factor)	4782
HV14B7	123926			
HV14B9	211548	CPN2	Carboxypeptidase N, polypeptide 2	1370
HV14B10	262231	CALR	Calreticulin	811
HV14B12	274638	CAD	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790
HV14C1	241365			
HV14C4	756163	BCR	Breakpoint cluster region	613
HV14C6	753301	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	634
HV14C8	194384	BTF3	Basic transcription factor 3	689
HV14C10	767753		Transcribed locus	
HV14C12	132373	BNC1	Basonuclin 1	646
HV14D1	811942	GTF2H1	General transcription factor IIH, polypeptide 1, 62kDa	2965
HV14D2	810444	TNFAIP2	Tumor necrosis factor, alpha-induced protein 2	7127
HV14D5	753897	AMFR	Autocrine motility factor receptor, E3 ubiquitin protein ligase	267
HV14D6	682528			
HV14E5	563673	ALDH7A1	Aldehyde dehydrogenase 7 family, member A1	501
HV14E7	810117	ANXA11	Annexin A11	311
HV14E8	666879	ANXA8L1	Annexin A8-like 1	728113
HV14E9	49352	ANXA7	Annexin A7	310
HV14E10	755506	ANXA4	Annexin A4	307
HV14E11	208718	ANXA1	Annexin A1	301
HV14F1	240249	APLP2	Amyloid beta (A4) precursor-like protein 2	334
HV14F5	813651	ALAS1	Aminolevulinate, delta-, synthase 1	211
HV14F7	823775	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	2773
HV14F10	122159	COL3A1	Collagen, type III, alpha 1	1281
HV14F12	36387	ALDH9A1	Aldehyde dehydrogenase 9 family, member A1	223
HV14G1	813711	ADH5	Alcohol dehydrogenase 5 (class III), chi polypeptide	128
HV14G5	813280	ADSL	Adenylosuccinate lyase	158
HV14G6	124127	AMPD3	Adenosine monophosphate deaminase 3	272
HV14G7	128243	ADK	Adenosine kinase	132
HV14G8	812083	APC	Adenomatous polyposis coli	324
HV14G12	298155	ACADM	Acyl-CoA dehydrogenase, C-4 to C-12 straight chain	34
HV14H2	51448	ATF3	Activating transcription factor 3	467
HV14H3	26617	ALCAM	Activated leukocyte cell adhesion molecule	214
HV14H6	262932	POLR3H	Polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	171568
HV14H11	222181	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	488
HV14H12	813712	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	515
HV15A6	701112	XPC	Xeroderma pigmentosum, complementation group C	7508
HV15A9	815816	VDR	Vitamin D (1,25- dihydroxyvitamin D3) receptor	7421
HV15A10	841203	VCL	Vinculin	7414
HV15A11	840511	VIM	Vimentin	7431
HV15B2	77133	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	6464
HV15B5	795847	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	10987
HV15B6	783729	ERBB2	V-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	2064
HV15B7	897642	ABL1	C-abl oncogene 1, non-receptor tyrosine kinase	25
HV15B9	714106	PLAU	Plasminogen activator, urokinase	5328
HV15B10	760344	UMPS	Uridine monophosphate synthetase	7372
HV15B11	841292	UBE2I	Ubiquitin-conjugating enzyme E2I	7329
HV15B12	826254		Transcribed locus	
HV15C1	898138	UBE2B	Ubiquitin-conjugating enzyme E2B	7320
HV15C3	898262	UBA1	Ubiquitin-like modifier activating enzyme 1	7317
HV15C4	840325	UBL4A	Ubiquitin-like 4A	8266
HV15C5	782800	UQCRFS1	Ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	7386
HV15C6	208161		Transcribed locus, strongly similar to NP_062250.1 14-3-3 protein beta/alpha [Rattus norvegicus]	
HV15C8	24415	TP53	Tumor protein p53	7157
HV15C10	841149	TGFBR2	Transforming growth factor, beta receptor II (70/80kDa)	7048
HV15C11	486208	TGFB3	Transforming growth factor, beta 3	7043
HV15C12	841703			
HV15D2	843159	TCF12	Transcription factor 12	6938
HV15D3	526657	TCEB3	Transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	6924
HV15D4	825470	TOP2A	Topoisomerase (DNA) II alpha 170kDa	7153
HV15D5	842846	TIMP2	TIMP metallopeptidase inhibitor 2	7077
HV15D6	795330	NR1D1	Nuclear receptor subfamily 1, group D, member 1	9572
HV15D10	712641	TPR	Translocated promoter region, nuclear basket protein	7175
HV15D12	789376		Transcribed locus	
HV15E4	840567	TM4SF1	Transmembrane 4 L six family member 1	4071
HV15E5	612274	TUBA4A	Tubulin, alpha 4a	7277
HV15E7	784841		Transcribed locus	
HV15E9	79898	TLE1	Transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	7088
HV15E12	840788	TMSB10	Thymosin beta 10	9168
HV15F3	787857	STX5	Syntaxin 5	6811
HV15F9	950489	SOD1	Superoxide dismutase 1, soluble	6647
HV15F10	797016	SDHB	Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	6390
HV15F11	80915	SDHA	Succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	6389
HV15G1	897822	SYK	Spleen tyrosine kinase	6850
HV15G3	76362		Transcribed locus, strongly similar to NP_741984.2 spectrin alpha chain, brain [Rattus norvegicus]	
HV15G4	785574	SNX1	Sorting nexin 1	6642
HV15G5	950482	SNRPB	Small nuclear ribonucleoprotein polypeptides B and B1	6628
HV15G6	74119	SNRPN	Small nuclear ribonucleoprotein polypeptide N	6638
HV15G7	827156	SNRPB2	Small nuclear ribonucleoprotein polypeptide B	6629
HV15G8	125183			
HV15G9	785616	SSR1	Signal sequence receptor, alpha	6745
HV15G10	898242	SRPR	Signal recognition particle receptor (docking protein)	6734
HV15G11	950430	SRP54	Signal recognition particle 54kDa	6729
HV15H1	897906		Transcribed locus	
HV15H2	840636		Transcribed locus, strongly similar to NP_003122.1 serum response factor [Homo sapiens]	
HV15H4	418126			
HV15H5	773618	SON	SON DNA binding protein	6651
HV15H8	840691	STAT1	Signal transducer and activator of transcription 1, 91kDa	6772
HV15H9	950607	SET	SET nuclear oncogene	6418
HV15H10	491066	ACVR1	Activin A receptor, type I	90
HV15H11	713382	CDK16	Cyclin-dependent kinase 16	5127
HV15H12	795241	PPP3CB	Protein phosphatase 3, catalytic subunit, beta isozyme	5532
HV16A1	840364	AHCY	Adenosylhomocysteinase	191
HV16A7	788511	RPS6KA1	Ribosomal protein S6 kinase, 90kDa, polypeptide 1	6195
HV16A8	66686	RPL10	Ribosomal protein L10	6134
HV16A9	208001			
HV16A10	32684			
HV16A11	897835	OXA1L	Oxidase (cytochrome c) assembly 1-like	5018
HV16A12	210887	ST13	Suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	6767
HV16B1	166195	RNH1	Ribonuclease/angiogenin inhibitor 1	6050
HV16B5	784593			
HV16B6	741379	TMEM50A	Transmembrane protein 50A	23585
HV16B7	45525	TRIM27	Tripartite motif containing 27	5987
HV16B8	256260	RFC3	Replication factor C (activator 1) 3, 38kDa	5983
HV16B9	841384	DDR1	Discoidin domain receptor tyrosine kinase 1	780
HV16B11	827132	RAC2	Ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	5880
HV16B12	740554			
HV16C1	509484	RDBP	RD RNA binding protein	7936
HV16C2	108815	RYK	Receptor-like tyrosine kinase	6259
HV16C3	773319	RPS6KB1	Ribosomal protein S6 kinase, 70kDa, polypeptide 1	6198
HV16C4	773599	RBBP4	Retinoblastoma binding protein 4	5928
HV16C5	795888	KDM5A	Lysine (K)-specific demethylase 5A	5927
HV16C6	525566	RAB8A	RAB8A, member RAS oncogene family	4218
HV16C7	898148	IQGAP1	IQ motif containing GTPase activating protein 1	8826
HV16C10	79520	RAB2A	RAB2A, member RAS oncogene family	5862
HV16C12	826077		Transcribed locus, moderately similar to XP_001506139.2 PREDICTED: pyruvate dehydrogenase E1 component subunit beta, mitochondrial-like [Ornithorhynchus anatinus]	
HV16D1	80374	PDHA1	Pyruvate dehydrogenase (lipoamide) alpha 1	5160
HV16D2	588500	ALDH18A1	Aldehyde dehydrogenase 18 family, member A1	5832
HV16D3	773215	RUNX1	Runt-related transcription factor 1	861
HV16D4	207029		Transcribed locus, strongly similar to NP_032998.1 prothymosin alpha [Mus musculus]	
HV16D9	897788	PTPRF	Protein tyrosine phosphatase, receptor type, F	5792
HV16D11	774502	PTPN12	Protein tyrosine phosphatase, non-receptor type 12	5782
HV16E3	950445	PPP2CA	Protein phosphatase 2, catalytic subunit, alpha isozyme	5515
HV16E4	756666	PPP1CA	Protein phosphatase 1, catalytic subunit, alpha isozyme	5499
HV16E7	897669	PRKCSH	Protein kinase C substrate 80K-H	5589
HV16E8	155434	PSMA2	Proteasome (prosome, macropain) subunit, alpha type, 2	5683
HV16E9	843134	PEBP1	Phosphatidylethanolamine binding protein 1	5037
HV16E10	824568	MRPL4	Mitochondrial ribosomal protein L4	51073
HV16F3	789182	PCNA	Proliferating cell nuclear antigen	5111
HV16F5	42313	PHB	Prohibitin	5245
HV16F7	838802			
HV16F8	789253	PSEN2	Presenilin 2 (Alzheimer disease 4)	5664
HV16F9	740130	POLR2A	Polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	5430
HV16F10	785605	NPIPL3	Nuclear pore complex interacting protein-like 3	23117
HV16G1	67654		Transcribed locus, weakly similar to XP_002453697.1 hypothetical protein SORBIDRAFT_04g010730 [Sorghum bicolor]	
HV16G3	70692	SERPINB2	Serpin peptidase inhibitor, clade B (ovalbumin), member 2	5055
HV16G4	898123	GART	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618
HV16G5	503097	PRPS2	Phosphoribosyl pyrophosphate synthetase 2	5634
HV16G8	897673	PGD	Phosphogluconate dehydrogenase	5226
HV16G10	950682	PFKP	Phosphofructokinase, platelet	5214
HV16G12	788136	PDE4B	Phosphodiesterase 4B, cAMP-specific	5142
HV16H1	842784	SLC25A3	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	5250
HV16H2	788518	PEX2	Peroxisomal biogenesis factor 2	5828
HV16H5	898198		Transcribed locus	
HV16H7	773254	SFPQ	Splicing factor proline/glutamine-rich	6421
HV16H10	897952	PSMA5	Proteasome (prosome, macropain) subunit, alpha type, 5	5686
HV17A1	79629		Transcribed locus	
HV17A3	897646			
HV17A4	950092	SRSF3	Serine/arginine-rich splicing factor 3	6428
HV17A5	80399	SRSF1	Serine/arginine-rich splicing factor 1	6426
HV17A6	811108	TRIP6	Thyroid hormone receptor interactor 6	7205
HV17A7	80549	PBX2	Pre-B-cell leukemia homeobox 2	5089
HV17A8	192694	POU2F1	POU class 2 homeobox 1	5451
HV17A10	82991	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase 1	5167
HV17A12	725677	CDK18	Cyclin-dependent kinase 18	5129
HV17B1	796646	ODC1	Ornithine decarboxylase 1	4953
HV17B2	783696	OAT	Ornithine aminotransferase	4942
HV17B3	81518	OCRL	Oculocerebrorenal syndrome of Lowe	4952
HV17B4	40042	TMEM57	Transmembrane protein 57	55219
HV17B5	611956	KPNA1	Karyopherin alpha 1 (importin alpha 5)	3836
HV17B6	789357	NFKB1	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	4790
HV17B8	784278	SP100	SP100 nuclear antigen	6672
HV17B9	712683	NCK1	NCK adaptor protein 1	4690
HV17B11	33045	NPY1R	Neuropeptide Y receptor Y1	4886
HV17B12	784876	INA	Internexin neuronal intermediate filament protein, alpha	9118
HV17C1	839623			
HV17C5	774751	NEDD4	Neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	4734
HV17C6	810859	IL32	Interleukin 32	9235
HV17C7	814615	MTHFD2	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797
HV17C8	701481	MX2	Myxovirus (influenza virus) resistance 2 (mouse)	4600
HV17C9	815542	MX1	Myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	4599
HV17D2	68103	MYL6B	Myosin, light chain 6B, alkali, smooth muscle and non-muscle	140465
HV17D5	740457	BMI1	BMI1 polycomb ring finger oncogene	648
HV17D7	840687	MUC1	Mucin 1, cell surface associated	4582
HV17D9	796994	CD46	CD46 molecule, complement regulatory protein	4179
HV17D10	46916	MMP16	Matrix metallopeptidase 16 (membrane-inserted)	4325
HV17D12	824704	MPI	Mannose phosphate isomerase	4351
HV17E4	842989	MYL6	Myosin, light chain 6, alkali, smooth muscle and non-muscle	4637
HV17E5	713469	MEF2A	Myocyte enhancer factor 2A	4205
HV17E7	949914	EPRS	Glutamyl-prolyl-tRNA synthetase	2058
HV17E12	786067	CDC25B	Cell division cycle 25 homolog B (S. pombe)	994
HV17F2	49710	LAMP1	Lysosomal-associated membrane protein 1	3916
HV17F3	842785	LRPAP1	Low density lipoprotein receptor-related protein associated protein 1	4043
HV17F4	82734	ACSL1	Acyl-CoA synthetase long-chain family member 1	2180
HV17F5	725266	LIG1	Ligase I, DNA, ATP-dependent	3978
HV17F6	814095	LTA4H	Leukotriene A4 hydrolase	4048
HV17F7	194182			
HV17F8	767202	LTBP2	Latent transforming growth factor beta binding protein 2	4053
HV17F9	839594	LTBP1	Latent transforming growth factor beta binding protein 1	4052
HV17F10	815501	LMNB2	Lamin B2	84823
HV17F11	774471	LAMB1	Laminin, beta 1	3912
HV17G4	898237	BAG6	BCL2-associated athanogene 6	7917
HV17G6	897781	KRT8	Keratin 8	3856
HV17G7	592540	KRT5	Keratin 5	3852
HV17G8	810131	KRT19	Keratin 19	3880
HV17G9	842980	DRG1	Developmentally regulated GTP binding protein 1	4733
HV17G12	488413	KIF5B	Kinesin family member 5B	3799
HV17H1	126320	JUP	Junction plakoglobin	3728
HV17H2	767784	JUND	Jun D proto-oncogene	3727
HV17H3	726147	MAP2K4	Mitogen-activated protein kinase kinase 4	6416
HV17H4	714453	IL4R	Interleukin 4 receptor	3566
HV17H7	488019	IL15RA	Interleukin 15 receptor, alpha	3601
HV17H8	84295	IL1RN	Interleukin 1 receptor antagonist	3557
HV17H9	782513	IFI6	Interferon, alpha-inducible protein 6	2537
HV17H10	740476	IRF1	Interferon regulatory factor 1	3659
HV17H11	773332	ITGAE	Integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	3682
HV17H12	784319	ZNF24	Zinc finger protein 24	7572
HV18A1	753620	IGFBP6	Insulin-like growth factor binding protein 6	3489
HV18A2	79712	IGF2R	Insulin-like growth factor 2 receptor	3482
HV18A4	427812		Transcribed locus, strongly similar to NP_058767.1 insulin receptor precursor [Rattus norvegicus]	
HV18A5	703964	INPPL1	Inositol polyphosphate phosphatase-like 1	3636
HV18A6	789369	ID4	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	3400
HV18A7	214441			
HV18A8	71434	PSME1	Proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	5720
HV18A9	843287	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	4170
HV18A10	80948			
HV18B2	75923	ZNF32	Zinc finger protein 32	7580
HV18B3	843094	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	7341
HV18B5	80708	UFD1L	Ubiquitin fusion degradation 1 like (yeast)	7353
HV18B6	77391	TRAF2	TNF receptor-associated factor 2	7186
HV18B7	897570	TRAP1	TNF receptor-associated protein 1	10131
HV18B8	825585	TBCE	Tubulin folding cofactor E	6905
HV18B9	86220	TDO2	Tryptophan 2,3-dioxygenase	6999
HV18B11	897670			
HV18B12	814696	TNPO1	Transportin 1	3842
HV18C2	897982	EIF3CL	Eukaryotic translation initiation factor 3, subunit C-like	728689
HV18C3	843249			
HV18C4	950574		Histone H3.3 mRNA, 3@#$%& untranslated region	
HV18C6	712840	STAT5B	Signal transducer and activator of transcription 5B	6777
HV18C7	843067	TFCP2	Transcription factor CP2	7024
HV18C8	770868	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	4665
HV18C9	366728	TK2	Thymidine kinase 2, mitochondrial	7084
HV18C10	725274	TTC1	Tetratricopeptide repeat domain 1	7265
HV18C11	898109	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	8887
HV18C12	81599	USP14	Ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)	9097
HV18D1	757961	STX3	Syntaxin 3	6809
HV18D2	843248	VAMP3	Vesicle-associated membrane protein 3 (cellubrevin)	9341
HV18D3	231355	VAMP2	Vesicle-associated membrane protein 2 (synaptobrevin 2)	6844
HV18D5	712668	SOCS1	Suppressor of cytokine signaling 1	8651
HV18D7	839552	NCOA1	Nuclear receptor coactivator 1	8648
HV18D8	898265	SRSF5	Serine/arginine-rich splicing factor 5	6430
HV18D9	824041	SRSF9	Serine/arginine-rich splicing factor 9	8683
HV18D10	39593	SST	Somatostatin	6750
HV18D11	842894	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	483
HV18D12	823819			
HV18E1	813266			
HV18E2	825013	ANP32B	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	10541
HV18E3	80772	NCOR2	Nuclear receptor corepressor 2	9612
HV18E4	826405	INPP5D	Inositol polyphosphate-5-phosphatase, 145kDa	3635
HV18E5	843076	STAM	Signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	8027
HV18E6	823590	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	10610
HV18E7	592801	SPTLC2	Serine palmitoyltransferase, long chain base subunit 2	9517
HV18E8	840702			
HV18E11	841044	RPL28	Ribosomal protein L28	6158
HV18E12	949940	RPL27A	Ribosomal protein L27a	6157
HV18F2	838389	UNC119	Unc-119 homolog (C. elegans)	9094
HV18F4	47853			
HV18F5	843426	SAV1	Salvador homolog 1 (Drosophila)	60485
HV18F6	758468	MFN1	Mitofusin 1	55669
HV18F9	75415	HINT1	Histidine triad nucleotide binding protein 1	3094
HV18F10	712577	HCCS	Holocytochrome c synthase	3052
HV18F11	786083	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	7336
HV18F12	700699			
HV18G2	811899			
HV18G3	825442			
HV18G5	796268	PPP1R1A	Protein phosphatase 1, regulatory (inhibitor) subunit 1A	5502
HV18G6	814595	ZMYND8	Zinc finger, MYND-type containing 8	23613
HV18G7	510396			
HV18G9	897956	PRAME	Preferentially expressed antigen in melanoma	23532
HV18G10	712604			
HV18G11	898328	PHC2	Polyhomeotic homolog 2 (Drosophila)	1912
HV18G12	781362	PLEC	Plectin	5339
HV18H3	898062		Transcribed locus, strongly similar to NP_741990.1 cell division cycle protein 20 homolog [Rattus norvegicus]	
HV18H5	700302	OSTF1	Osteoclast stimulating factor 1	26578
HV18H7	79624	SP110	SP110 nuclear body protein	3431
HV18H8	785816			
HV18H9	416959		Transcribed locus	
HV18H10	767994			
HV18H11	823851	AEBP1	AE binding protein 1	165
HV19A3	51463		Clone HLS_IMAGE_755093 mRNA sequence	
HV19A4	49630	CACNA1D	Calcium channel, voltage-dependent, L type, alpha 1D subunit	776
HV19A6	841498	MYL12B	Myosin, light chain 12B, regulatory	103910
HV19A7	841308	MYLK	Myosin light chain kinase	4638
HV19A9	490306	TM9SF1	Transmembrane 9 superfamily member 1	10548
HV19A10	949928	KAT6A	K(lysine) acetyltransferase 6A	7994
HV19A11	814701	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	4085
HV19B1	363086	CKMT1B	Creatine kinase, mitochondrial 1B	1159
HV19B2	289818			
HV19B3	713782	ADAM15	ADAM metallopeptidase domain 15	8751
HV19B4	843321	KRT7	Keratin 7	3855
HV19B6	877651	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	9125
HV19B9	897563	MPRIP	Myosin phosphatase Rho interacting protein	23164
HV19B10	824511	ZFP161	Zinc finger protein 161 homolog (mouse)	7541
HV19B11	263200	DCBLD2	Discoidin, CUB and LCCL domain containing 2	131566
HV19B12	898305	NBL1	Neuroblastoma, suppression of tumorigenicity 1	4681
HV19C1	789204	SEC62	SEC62 homolog (S. cerevisiae)	7095
HV19C2	814636	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
HV19C5	784126	TST	Thiosulfate sulfurtransferase (rhodanese)	7263
HV19C8	843110	GDI1	GDP dissociation inhibitor 1	2664
HV19C11	772220	PDIA5	Protein disulfide isomerase family A, member 5	10954
HV19C12	784830	CDC123	Cell division cycle 123 homolog (S. cerevisiae)	8872
HV19D1	843352	PSMB7	Proteasome (prosome, macropain) subunit, beta type, 7	5695
HV19D2	758662	PSMD9	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	5715
HV19D3	843028	MSLN	Mesothelin	10232
HV19D4	841617	OAZ1	Ornithine decarboxylase antizyme 1	4946
HV19D6	840524	GOLGB1	Golgin B1	2804
HV19D7	841620	DPYSL2	Dihydropyrimidinase-like 2	1808
HV19D8	760298	LGMN	Legumain	5641
HV19D9	796757			
HV19D12	824352		Transcribed locus	
HV19E1	824117	VRK2	Vaccinia related kinase 2	7444
HV19E2	724387	SNRPC	Small nuclear ribonucleoprotein polypeptide C	6631
HV19E3	788832	GDF15	Growth differentiation factor 15	9518
HV19E5	35191	SDF2	Stromal cell-derived factor 2	6388
HV19E6	842863			
HV19E8	841689	ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	537
HV19E9	627541	FUT8	Fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	2530
HV19E10	78869	ADRM1	Adhesion regulating molecule 1	11047
HV19E11	52646	PPIP5K1	Diphosphoinositol pentakisphosphate kinase 1	9677
HV19F1	49873	MCF2L	MCF.2 cell line derived transforming sequence-like	23263
HV19F3	502067	TRANK1	Tetratricopeptide repeat and ankyrin repeat containing 1	9881
HV19F4	773233	DIDO1	Death inducer-obliterator 1	11083
HV19F5	795805	U2SURP	U2 snRNP-associated SURP domain containing	23350
HV19F7	502909	ZNF629	Zinc finger protein 629	23361
HV19F9	755891	KIAA0317	KIAA0317	9870
HV19F11	824895	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	9693
HV19F12	783681	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	10075
HV19G1	786672		Transcribed locus	
HV19G2	826668	FIG4	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)	9896
HV19G6	843133	MRPS27	Mitochondrial ribosomal protein S27	23107
HV19G7	825451	USO1	USO1 vesicle docking protein homolog (yeast)	8615
HV19G8	82976	PDXDC1	Pyridoxal-dependent decarboxylase domain containing 1	23042
HV19G9	32231	NT5DC2	5@#$%&-nucleotidase domain containing 2	64943
HV19G10	788203	FAM175B	Family with sequence similarity 175, member B	23172
HV19G11	795989			
HV19G12	591465	PIEZO1	Piezo-type mechanosensitive ion channel component 1	9780
HV19H1	753321			
HV19H3	950369	NUP205	Nucleoporin 205kDa	23165
HV19H4	49404	TATDN2	TatD DNase domain containing 2	9797
HV19H5	824044	LARP4B	La ribonucleoprotein domain family, member 4B	23185
HV19H6	781222	TIAF1	TGFB1-induced anti-apoptotic factor 1	9220
HV19H7	49117	PHF16	PHD finger protein 16	9767
HV19H9	703846	TBC1D5	TBC1 domain family, member 5	9779
HV19H10	565379	GRB10	Growth factor receptor-bound protein 10	2887
HV19H12	815781			
HV20A1	814792	USP10	Ubiquitin specific peptidase 10	9100
HV20A2	783698	LPIN1	Lipin 1	23175
HV20A3	837905	FAM120A	Family with sequence similarity 120A	23196
HV20A6	173309	BCLAF1	BCL2-associated transcription factor 1	9774
HV20A7	180195	SUPT6H	Suppressor of Ty 6 homolog (S. cerevisiae)	6830
HV20A8	826137		Transcribed locus	
HV20A9	840620	MLEC	Malectin	9761
HV20A10	245015	UBAP2L	Ubiquitin associated protein 2-like	9898
HV20A11	815530	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	8874
HV20B6	526184	RAB21	RAB21, member RAS oncogene family	23011
HV20B7	80504	TNIP1	TNFAIP3 interacting protein 1	10318
HV20B8	562867	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	23212
HV20B9	897983	PRDX6	Peroxiredoxin 6	9588
HV20B10	898095		Transcribed locus	
HV20B11	841501	SPCS2	Signal peptidase complex subunit 2 homolog (S. cerevisiae)	9789
HV20B12	342640	KIAA0101	KIAA0101	9768
HV20C1	898032	CKAP5	Cytoskeleton associated protein 5	9793
HV20C2	784504	MBTPS1	Membrane-bound transcription factor peptidase, site 1	8720
HV20C3	788721	KIAA0090	KIAA0090	23065
HV20C4	840333			
HV20C5	229537	GANAB	Glucosidase, alpha; neutral AB	23193
HV20C7	815529	RFTN1	Raftlin, lipid raft linker 1	23180
HV20C8	825293	FTSJD2	FtsJ methyltransferase domain containing 2	23070
HV20C10	84955	SEC24C	SEC24 family, member C (S. cerevisiae)	9632
HV20C11	725223	PSME4	Proteasome (prosome, macropain) activator subunit 4	23198
HV20C12	740122	CUL7	Cullin 7	9820
HV20D1	815503	RCOR1	REST corepressor 1	23186
HV20D2	842818	KARS	Lysyl-tRNA synthetase	3735
HV20D3	897840	CYFIP1	Cytoplasmic FMR1 interacting protein 1	23191
HV20D4	79229	JOSD1	Josephin domain containing 1	9929
HV20D5	85093	SLC39A14	Solute carrier family 39 (zinc transporter), member 14	23516
HV20D6	84820	TRAM2	Translocation associated membrane protein 2	9697
HV20D7	814054	KIAA0040	KIAA0040	9674
HV20D8	825265	POLD3	Polymerase (DNA-directed), delta 3, accessory subunit	10714
HV20D9	512133	ADCY7	Adenylate cyclase 7	113
HV20D10	843016	NOLC1	Nucleolar and coiled-body phosphoprotein 1	9221
HV20D11	788444	TMEM41B	Transmembrane protein 41B	440026
HV20D12	704697	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3	8916
HV20E2	825271	R3HDM1	R3H domain containing 1	23518
HV20E3	811930	KIAA0020	KIAA0020	9933
HV20E5	840878	DHCR24	24-dehydrocholesterol reductase	1718
HV20E6	713862	UBE3C	Ubiquitin protein ligase E3C	9690
HV20E7	814319			
HV20E8	686172	DLGAP5	Discs, large (Drosophila) homolog-associated protein 5	9787
HV20E9	773922			
